text,sentiment
We leave early tomorrow to Disney World_comma_ Woohoooo!,excited
I am going to see a concert at the end of the month. I am very excited.,excited
A time when I felt excited was when I was waiting for Black Friday to purchase a new surround sound system.,excited
I am looking forward to camping with my friends! It will be a great time.,excited
I just won the best write in my state for the third time. I am feeling on top of the world ,excited
Going on vacation to florida soon.  Can't wait.,excited
Back when I used to wrestle I always expected my opponent to be better than me_comma_ so I would go 110% in every match,excited
I'm going to meet my long distance girlfriend next weekend!,excited
my house to sell ,excited
I was ecstatic at the opportunity to attend a Diana Krall concert in June. She played all my favorite songs. ,excited
looking for a mailed check that hasn't yet arrived. i needed it before i left town for a weekend.,excited
My new neighbors just moved in_comma_ and they are around my age. Hope we can be friends.,excited
I am going to Hershey Park tomorrow. I am so stoked!,excited
My dad is coming into town. Haven't seen the guy in 5 years.,excited
Going up to Pikes Peak in a few weeks for the first time since moving to colorado. Over 14k feet of awesomeness. ,excited
I am so excited for all the good games coming out this tear!,excited
I bought a bunch of dresses online to try on for my brother's wedding.  I really hope at least one of them works.,excited
My husband and I were engaged for a year and a half. The day of our wedding was quickly approaching. I was so ecstatic for the day to be here! ,excited
I cant wait for the final season of game of thrones,excited
I cant wait to go on vacation next week. Its going to be so much fun.,excited
I am going to my friend's big party tomorrow night. I can't wait for it to come. I'm so excitied!,excited
I'm pretty excited for my paycheck at the end of this month,excited
I am so hype for the new super smash bros,excited
When I'm in a nightclub and I see a bunch of cute girls I try not to start hitting on all of them at the same time...I wait til the one who's been dancing the craziest and most sensual finishes dancing then I start chatting her up after,excited
I'm making guacamole for the first time.,excited
I'm looking forward to my cousin's future! She is almost done with med school and is getting married soon!,excited
i am looking forward to trying to get pregnant by the end of the year,excited
MMA shows tomorrow.  Taking my nephew!,excited
I once ordered something online_comma_ and was waiting for it for a long time. It was kind of fun to wait for it and look forward to it coming though.,excited
After living in my home for 19 years_comma_ I'm remodeling my kitchen! It's so much fun to pick everything out!,excited
I am so ready for the football season.,excited
I just won a bet against my friend while watching the horse races.,excited
Tomorrow we're supposed to go to an amusement park. I haven't been to one in a long time_comma_ so I'm excited.,excited
I can't wait for my new nephew to be born_comma_ it should happy at any moment.,excited
Next week I'm finally going on vacation! I feel like it has been forever.,excited
I am buying a car tomorrow. I am so stoked!,excited
I'm moving to New York soon and I can't wait. I plan on doing a lot of sight seeing when I first arrive.,excited
I was excited when my dad took us on vacation every year. ,excited
I just purchased my first new car!,excited
My best friend is coming visit me. I cant wait to go out and party. It has been too long.,excited
I had great expectations from Belgium. They should have won the world cup!,excited
I am so ready for the water parks to open.,excited
I am so ready to go skydiving this weekend. ,excited
I am looking forward to tomorrow. I think church will be good for me,excited
I really like the Marvel Universe. I can't wait for the next movie to come out!,excited
I am so ready to go skydiving this weekend. ,excited
I am excited for the new super smash bros_comma_ I cannot wait any longer,excited
I am expecting a big recession on the horizon.,excited
I can't wait to get on the road,excited
